season,home_team_name,away_team_name,full_time_result,home_goals,away_goals,half_time_HOME_Team_score,half_time_Away_Team_score
2015,Crystal Palace,Tottenham,A,1,3,1,0
2015,Liverpool,Arsenal,D,3,3,2,2
2015,Bournemouth,Crystal Palace,D,0,0,0,0
2015,Tottenham,Watford,H,1,0,0,0
2015,Sunderland,Manchester City,A,0,1,0,1
2015,Everton,Crystal Palace,D,1,1,0,0
2015,Arsenal,Tottenham,D,1,1,0,1
2015,Manchester City,Liverpool,A,1,4,1,3
2015,Liverpool,West Bromwich Albion,D,2,2,1,1
2015,Watford,Tottenham,A,1,2,1,1
2015,Everton,Swansea,A,1,2,1,2
2015,Chelsea,West Bromwich Albion,D,2,2,1,1
2015,Chelsea,Watford,D,2,2,1,1
2015,Arsenal,Leicester,H,2,1,0,1
2015,Watford,Chelsea,D,0,0,0,0
2015,Manchester United,West Ham,D,0,0,0,0
2015,Aston Villa,Manchester City,D,0,0,0,0
2015,Newcastle United,Leicester,A,0,3,0,1
2015,Manchester City,Swansea,H,2,1,1,0
2015,West Bromwich Albion,Newcastle United,H,1,0,0,0
2015,Leicester,Stoke,H,3,0,1,0
2015,Manchester City,Everton,D,0,0,0,0
2015,Liverpool,Leicester,H,1,0,0,0
2015,Aston Villa,Liverpool,A,0,6,0,2
2015,West Ham,Aston Villa,H,2,0,0,0
2015,Newcastle United,Liverpool,H,2,0,0,0
2015,Bournemouth,Newcastle United,A,0,1,0,1
2015,Southampton,Stoke,A,0,1,0,1
2015,Norwich,Everton,D,1,1,0,1
2015,West Ham,Southampton,H,2,1,0,1
2015,Manchester United,Southampton,A,0,1,0,0
2015,Newcastle United,Manchester United,D,3,3,1,2
2015,Manchester City,Sunderland,H,4,1,3,0
2015,Bournemouth,Stoke,A,1,3,0,1
2015,Crystal Palace,Bournemouth,A,1,2,1,1
2015,Southampton,Aston Villa,D,1,1,0,1
2015,Leicester,Watford,H,2,1,0,0
2015,Swansea,Bournemouth,D,2,2,2,2
2015,Sunderland,Watford,A,0,1,0,1
2015,Arsenal,Newcastle United,H,1,0,0,0
2015,Norwich,Liverpool,A,4,5,2,1
2015,Southampton,Watford,H,2,0,1,0
2015,Newcastle United,Everton,A,0,1,0,0
2015,Chelsea,Newcastle United,H,5,1,3,0
2015,Manchester United,Stoke,H,3,0,2,0
2015,Stoke,Manchester City,H,2,0,2,0
2015,Liverpool,Crystal Palace,A,1,2,1,1
2015,Tottenham,West Ham,H,4,1,2,0
2015,Tottenham,Newcastle United,A,1,2,1,0
2015,Crystal Palace,Chelsea,A,0,3,0,1
2015,Stoke,Norwich,H,3,1,0,0
2015,Southampton,Arsenal,H,4,0,1,0
2015,Crystal Palace,Watford,A,1,2,1,1
2015,West Bromwich Albion,Swansea,D,1,1,0,0
2015,Swansea,Leicester,A,0,3,0,2
2015,Manchester United,West Bromwich Albion,H,2,0,0,0
2015,Watford,Manchester United,A,1,2,0,1
2015,West Ham,Stoke,D,0,0,0,0
2015,Everton,Tottenham,D,1,1,1,1
2015,Tottenham,Leicester,A,0,1,0,0
2015,Stoke,Manchester United,H,2,0,2,0
2015,Everton,West Bromwich Albion,A,0,1,0,1
2015,Everton,Newcastle United,H,3,0,1,0
2015,Norwich,Swansea,H,1,0,0,0
2015,West Bromwich Albion,Arsenal,H,2,1,2,1
2015,Arsenal,Manchester City,H,2,1,2,0
2015,Leicester,Bournemouth,D,0,0,0,0
2015,Aston Villa,Leicester,D,1,1,0,1
2015,Swansea,West Bromwich Albion,H,1,0,1,0
2015,Manchester City,Tottenham,A,1,2,0,0
2015,Aston Villa,Norwich,H,2,0,1,0
2015,Aston Villa,Watford,A,2,3,1,1
2015,Chelsea,Sunderland,H,3,1,2,0
2015,Manchester United,Swansea,H,2,1,0,0
2015,Bournemouth,Norwich,H,3,0,1,0
2015,Tottenham,Norwich,H,3,0,2,0
2015,Norwich,West Ham,D,2,2,0,0
2015,Bournemouth,Arsenal,A,0,2,0,2
2015,Bournemouth,Everton,D,3,3,0,2
2015,Everton,Leicester,A,2,3,1,1
2015,Norwich,Southampton,H,1,0,0,0
2015,Chelsea,Everton,D,3,3,0,0
2015,Sunderland,Manchester United,H,2,1,1,1
2015,Chelsea,Manchester United,D,1,1,0,0
2015,Crystal Palace,Newcastle United,H,5,1,3,1
2015,Manchester United,Norwich,A,1,2,0,1
2015,Sunderland,Aston Villa,H,3,1,1,0
2015,Liverpool,Manchester United,A,0,1,0,0
2015,Swansea,Southampton,A,0,1,0,0
2015,Leicester,Manchester United,D,1,1,1,1
2015,Leicester,Norwich,H,1,0,0,0
2015,Liverpool,Swansea,H,1,0,0,0
2015,Manchester City,Southampton,H,3,1,2,0
2015,Crystal Palace,Stoke,H,2,1,0,1
2015,Chelsea,Manchester City,A,0,3,0,1
2015,Manchester City,Stoke,H,4,0,2,0
2015,Leicester,Everton,H,3,1,2,0
2015,Everton,Southampton,D,1,1,0,0
2015,Arsenal,Liverpool,D,0,0,0,0
2015,Norwich,Watford,H,4,2,3,1
2015,Liverpool,Watford,H,2,0,1,0
2015,Leicester,West Ham,D,2,2,1,0
2015,Crystal Palace,Aston Villa,H,2,1,0,0
2015,Sunderland,Arsenal,D,0,0,0,0
2015,Manchester City,Arsenal,D,2,2,1,1
2015,Manchester United,Aston Villa,H,1,0,1,0
2015,Everton,Manchester City,A,0,2,0,0
2015,Tottenham,West Bromwich Albion,D,1,1,1,0
2015,Norwich,Manchester United,A,0,1,0,0
2015,Newcastle United,Swansea,H,3,0,1,0
2015,Leicester,Tottenham,D,1,1,0,0
2015,West Ham,Manchester United,H,3,2,1,0
2015,Sunderland,Chelsea,H,3,2,1,2
2015,Norwich,Sunderland,A,0,3,0,1
2015,Manchester United,Newcastle United,D,0,0,0,0
2015,Arsenal,Norwich,H,1,0,0,0
2015,Tottenham,Southampton,A,1,2,1,1
2015,Stoke,Tottenham,A,0,4,0,1
2015,Norwich,Stoke,D,1,1,1,1
2015,Chelsea,Tottenham,D,2,2,0,2
2015,West Ham,Swansea,A,1,4,0,2
2015,West Bromwich Albion,Watford,A,0,1,0,1
2015,Sunderland,Swansea,D,1,1,0,1
2015,Everton,Bournemouth,H,2,1,1,1
2015,Aston Villa,Southampton,A,2,4,1,2
2015,Watford,Southampton,D,0,0,0,0
2015,Manchester United,Leicester,D,1,1,1,1
2015,Bournemouth,Chelsea,A,1,4,1,2
2015,West Bromwich Albion,Chelsea,A,2,3,1,3
2015,Newcastle United,Crystal Palace,H,1,0,0,0
2015,Crystal Palace,Everton,D,0,0,0,0
2015,West Ham,Bournemouth,A,3,4,0,2
2015,Southampton,Manchester City,H,4,2,2,1
2015,Leicester,Swansea,H,4,0,2,0
2015,Aston Villa,Sunderland,D,2,2,2,1
2015,Stoke,Sunderland,D,1,1,0,0
2015,Liverpool,Newcastle United,D,2,2,2,0
2015,Bournemouth,Leicester,D,1,1,1,0
2015,Swansea,Liverpool,H,3,1,2,0
2015,Chelsea,Crystal Palace,A,1,2,0,0
2015,Watford,Aston Villa,H,3,2,1,1
2015,Liverpool,West Ham,A,0,3,0,2
2015,West Bromwich Albion,West Ham,A,0,3,0,2
2015,Manchester City,Watford,H,2,0,0,0
2015,Aston Villa,Newcastle United,D,0,0,0,0
2015,Newcastle United,Arsenal,A,0,1,0,0
2015,Bournemouth,West Bromwich Albion,D,1,1,0,1
2015,Southampton,Norwich,H,3,0,1,0
2015,Stoke,West Bromwich Albion,A,0,1,0,1
2015,Swansea,Manchester United,H,2,1,0,0
2015,Tottenham,Everton,D,0,0,0,0
2015,Arsenal,Stoke,H,2,0,1,0
2015,Crystal Palace,Manchester City,A,0,1,0,0
2015,Everton,Chelsea,H,3,1,2,1
2015,Leicester,Aston Villa,H,3,2,0,1
2015,Manchester United,Liverpool,H,3,1,0,0
2015,Norwich,Bournemouth,H,3,1,1,0
2015,Sunderland,Tottenham,A,0,1,0,0
2015,Watford,Swansea,H,1,0,0,0
2015,West Bromwich Albion,Southampton,D,0,0,0,0
2015,West Ham,Newcastle United,H,2,0,1,0
2015,Aston Villa,West Bromwich Albion,A,0,1,0,1
2015,Bournemouth,Sunderland,H,2,0,2,0
2015,Chelsea,Arsenal,H,2,0,0,0
2015,Liverpool,Norwich,D,1,1,0,0
2015,Manchester City,West Ham,A,1,2,1,2
2015,Newcastle United,Watford,A,1,2,0,2
2015,Southampton,Manchester United,A,2,3,1,1
2015,Stoke,Leicester,D,2,2,2,0
2015,Swansea,Everton,D,0,0,0,0
2015,Tottenham,Crystal Palace,H,1,0,0,0
2015,Leicester,Arsenal,A,2,5,1,2
2015,Liverpool,Aston Villa,H,3,2,1,0
2015,Manchester United,Sunderland,H,3,0,1,0
2015,Newcastle United,Chelsea,D,2,2,1,0
2015,Southampton,Swansea,H,3,1,1,0
2015,Stoke,Bournemouth,H,2,1,1,0
2015,Tottenham,Manchester City,H,4,1,1,1
2015,Watford,Crystal Palace,A,0,1,0,0
2015,West Bromwich Albion,Everton,A,2,3,1,0
2015,West Ham,Norwich,D,2,2,1,1
2015,Arsenal,Manchester United,H,3,0,3,0
2015,Aston Villa,Stoke,A,0,1,0,0
2015,Bournemouth,Watford,D,1,1,1,1
2015,Chelsea,Southampton,A,1,3,1,1
2015,Crystal Palace,West Bromwich Albion,H,2,0,0,0
2015,Everton,Liverpool,D,1,1,1,1
2015,Manchester City,Newcastle United,H,6,1,1,1
2015,Norwich,Leicester,A,1,2,0,1
2015,Sunderland,West Ham,D,2,2,2,1
2015,Swansea,Tottenham,D,2,2,2,1
2015,Chelsea,Aston Villa,H,2,0,1,0
2015,Crystal Palace,West Ham,A,1,3,1,1
2015,Everton,Manchester United,A,0,3,0,2
2015,Manchester City,Bournemouth,H,5,1,4,1
2015,Newcastle United,Norwich,H,6,2,3,2
2015,Southampton,Leicester,D,2,2,2,0
2015,Swansea,Stoke,A,0,1,0,1
2015,Tottenham,Liverpool,D,0,0,0,0
2015,Watford,Arsenal,A,0,3,0,0
2015,West Bromwich Albion,Sunderland,H,1,0,0,0
2015,Arsenal,Everton,H,2,1,2,1
2015,Aston Villa,Swansea,A,1,2,0,0
2015,Bournemouth,Tottenham,A,1,5,1,3
2015,Leicester,Crystal Palace,H,1,0,0,0
2015,Liverpool,Southampton,D,1,1,0,0
2015,Manchester United,Manchester City,D,0,0,0,0
2015,Norwich,West Bromwich Albion,A,0,1,0,0
2015,Stoke,Watford,A,0,2,0,1
2015,Sunderland,Newcastle United,H,3,0,1,0
2015,West Ham,Chelsea,H,2,1,1,0
2015,Chelsea,Liverpool,A,1,3,1,1
2015,Crystal Palace,Manchester United,D,0,0,0,0
2015,Everton,Sunderland,H,6,2,2,1
2015,Manchester City,Norwich,H,2,1,0,0
2015,Stoke,Newcastle United,H,1,0,0,0
2015,Norwich,Manchester City,D,0,0,0,0
2015,Liverpool,Everton,H,4,0,2,0
2015,Bournemouth,Manchester City,A,0,4,0,3
2015,Chelsea,Stoke,D,1,1,1,0
2015,Stoke,Southampton,A,1,2,0,2
2015,Manchester United,Arsenal,H,3,2,2,1
2015,Leicester,Southampton,H,1,0,1,0
2015,Crystal Palace,Liverpool,A,1,2,0,0
2015,Sunderland,Everton,H,3,0,2,0
2015,Newcastle United,Manchester City,D,1,1,1,1
2015,Liverpool,Tottenham,D,1,1,0,0
2015,Everton,West Ham,A,2,3,1,0
2015,West Ham,Watford,H,3,1,2,0
2015,Southampton,Chelsea,A,1,2,1,0
2015,Manchester United,Everton,H,1,0,0,0
2015,Manchester City,Aston Villa,H,4,0,0,0
2015,Chelsea,West Ham,D,2,2,1,1
2015,Stoke,Aston Villa,H,2,1,0,0
2015,Norwich,Newcastle United,H,3,2,1,0
2015,Newcastle United,Bournemouth,A,1,3,0,1
2015,Crystal Palace,Leicester,A,0,1,0,1
2015,Tottenham,Swansea,H,2,1,0,1
2015,Stoke,Swansea,D,2,2,1,0
2015,Southampton,Sunderland,D,1,1,0,0
2015,Everton,Arsenal,A,0,2,0,2
2015,Watford,Bournemouth,D,0,0,0,0
2015,Sunderland,West Bromwich Albion,D,0,0,0,0
2015,Swansea,Norwich,H,1,0,0,0
2015,Manchester City,Manchester United,A,0,1,0,1
2015,West Bromwich Albion,Crystal Palace,H,3,2,3,0
2015,West Ham,Crystal Palace,D,2,2,2,1
2015,Tottenham,Arsenal,D,2,2,0,1
2015,Newcastle United,Sunderland,D,1,1,0,1
2015,West Ham,Sunderland,H,1,0,1,0
2015,Aston Villa,Bournemouth,A,1,2,0,1
2015,Watford,Leicester,A,0,1,0,0
2015,Southampton,Liverpool,H,3,2,0,2
2015,Arsenal,Swansea,A,1,2,1,1
2015,Crystal Palace,Norwich,H,1,0,0,0
2015,West Bromwich Albion,Manchester United,H,1,0,0,0
2015,Swansea,Aston Villa,H,1,0,0,0
2015,Aston Villa,Everton,A,1,3,0,2
2015,Liverpool,Stoke,H,4,1,2,1
2015,Arsenal,West Bromwich Albion,H,2,0,2,0
2015,Tottenham,Bournemouth,H,3,0,2,0
2015,Bournemouth,Southampton,H,2,0,1,0
2015,Manchester City,West Bromwich Albion,H,2,1,1,1
2015,Aston Villa,Tottenham,A,0,2,0,1
2015,Watford,Stoke,A,1,2,0,1
2015,Leicester,West Bromwich Albion,D,2,2,2,1
2015,Southampton,Newcastle United,H,3,1,2,0
2015,Bournemouth,Swansea,H,3,2,1,1
2015,West Bromwich Albion,Norwich,A,0,1,0,0
2015,Norwich,Chelsea,A,1,2,0,2
2015,Sunderland,Leicester,A,0,2,0,0
2015,Leicester,Newcastle United,H,1,0,1,0
2015,Arsenal,Watford,H,4,0,2,0
2015,Sunderland,Crystal Palace,D,2,2,1,0
2015,Swansea,Chelsea,H,1,0,1,0
2015,Liverpool,Chelsea,D,1,1,0,1
2015,Aston Villa,Chelsea,A,0,4,0,2
2015,West Ham,Tottenham,H,1,0,1,0
2015,Tottenham,Manchester United,H,3,0,0,0
2015,Manchester United,Crystal Palace,H,2,0,1,0
2015,Liverpool,Manchester City,H,3,0,2,0
2015,Watford,Everton,D,1,1,1,1
2015,Manchester United,Watford,H,1,0,0,0
2015,West Ham,Arsenal,D,3,3,2,2
2015,Arsenal,Crystal Palace,D,1,1,1,0
2015,Bournemouth,Liverpool,A,1,2,0,2
2016,Arsenal,Liverpool,A,3,4,1,1
2016,Bournemouth,Manchester United,A,1,3,0,1
2016,Burnley,Swansea,A,0,1,0,0
2016,Chelsea,West Ham,H,2,1,0,0
2016,Crystal Palace,West Bromwich Albion,A,0,1,0,0
2016,Everton,Tottenham,D,1,1,1,0
2016,Hull,Leicester,H,2,1,1,0
2016,Manchester City,Sunderland,H,2,1,1,0
2016,Middlesbrough,Stoke,D,1,1,1,0
2016,Southampton,Watford,D,1,1,0,1
2016,Arsenal,Everton,H,3,1,2,0
2016,Burnley,West Ham,A,1,2,1,1
2016,Chelsea,Sunderland,H,5,1,1,1
2016,Hull,Tottenham,A,1,7,0,3
2016,Leicester,Bournemouth,D,1,1,0,1
2016,Liverpool,Middlesbrough,H,3,0,1,0
2016,Manchester United,Crystal Palace,H,2,0,2,0
2016,Southampton,Stoke,A,0,1,0,0
2016,Swansea,West Bromwich Albion,H,2,1,0,1
2016,Watford,Manchester City,A,0,5,0,4
2016,Leicester,Arsenal,D,0,0,0,0
2016,Liverpool,Burnley,H,2,1,1,1
2016,Manchester United,Southampton,H,2,0,1,0
2016,Stoke,Manchester City,A,1,4,0,2
2016,Sunderland,Middlesbrough,A,1,2,0,2
2016,Swansea,Hull,A,0,2,0,0
2016,Tottenham,Crystal Palace,H,1,0,0,0
2016,Watford,Chelsea,A,1,2,0,0
2016,West Bromwich Albion,Everton,A,1,2,1,1
2016,West Ham,Bournemouth,H,1,0,0,0
2016,Chelsea,Burnley,H,3,0,2,0
2016,Crystal Palace,Bournemouth,D,1,1,0,1
2016,Everton,Stoke,H,1,0,0,0
2016,Hull,Manchester United,A,0,1,0,0
2016,Leicester,Swansea,H,2,1,1,0
2016,Manchester City,West Ham,H,3,1,2,0
2016,Southampton,Sunderland,D,1,1,0,0
2016,Tottenham,Liverpool,D,1,1,0,1
2016,Watford,Arsenal,A,1,3,0,3
2016,West Bromwich Albion,Middlesbrough,D,0,0,0,0
2016,Arsenal,Southampton,H,2,1,1,1
2016,Bournemouth,West Bromwich Albion,H,1,0,0,0
2016,Burnley,Hull,D,1,1,0,0
2016,Liverpool,Leicester,H,4,1,2,1
2016,Manchester United,Manchester City,A,1,2,1,2
2016,Middlesbrough,Crystal Palace,A,1,2,1,1
2016,Stoke,Tottenham,A,0,4,0,1
2016,Sunderland,Everton,A,0,3,0,0
2016,Swansea,Chelsea,D,2,2,0,1
2016,West Ham,Watford,A,2,4,2,2
2016,Chelsea,Liverpool,A,1,2,0,2
2016,Crystal Palace,Stoke,H,4,1,2,0
2016,Everton,Middlesbrough,H,3,1,3,1
2016,Hull,Arsenal,A,1,4,0,1
2016,Leicester,Burnley,H,3,0,1,0
2016,Manchester City,Bournemouth,H,4,0,2,0
2016,Southampton,Swansea,H,1,0,0,0
2016,Tottenham,Sunderland,H,1,0,0,0
2016,Watford,Manchester United,H,3,1,1,0
2016,West Bromwich Albion,West Ham,H,4,2,3,0
2016,Arsenal,Chelsea,H,3,0,3,0
2016,Bournemouth,Everton,H,1,0,1,0
2016,Burnley,Watford,H,2,0,1,0
2016,Liverpool,Hull,H,5,1,3,0
2016,Manchester United,Leicester,H,4,1,4,0
2016,Middlesbrough,Tottenham,A,1,2,0,2
2016,Stoke,West Bromwich Albion,D,1,1,0,0
2016,Sunderland,Crystal Palace,A,2,3,1,0
2016,Swansea,Manchester City,A,1,3,1,1
2016,West Ham,Southampton,A,0,3,0,1
2016,Liverpool,Manchester United,D,0,0,0,0
2016,Manchester City,Everton,D,1,1,0,0
2016,Middlesbrough,Watford,A,0,1,0,0
2016,Southampton,Burnley,H,3,1,0,0
2016,Stoke,Sunderland,H,2,0,2,0
2016,West Bromwich Albion,Tottenham,D,1,1,0,0
2016,Arsenal,Middlesbrough,D,0,0,0,0
2016,Burnley,Arsenal,A,0,1,0,0
2016,Bournemouth,Tottenham,D,0,0,0,0
2016,Everton,Crystal Palace,D,1,1,1,0
2016,Burnley,Everton,H,2,1,1,0
2016,Hull,Chelsea,A,0,2,0,0
2016,Chelsea,Manchester United,H,4,0,2,0
2016,Leicester,Southampton,D,0,0,0,0
2016,Hull,Stoke,A,0,2,0,1
2016,Manchester United,Stoke,D,1,1,0,0
2016,Leicester,Crystal Palace,H,3,1,1,0
2016,Sunderland,West Bromwich Albion,D,1,1,0,1
2016,Liverpool,West Bromwich Albion,H,2,1,2,0
2016,Swansea,Liverpool,A,1,2,1,0
2016,Manchester City,Southampton,D,1,1,0,1
2016,Tottenham,Manchester City,H,2,0,2,0
2016,Swansea,Watford,D,0,0,0,0
2016,Watford,Bournemouth,D,2,2,0,1
2016,West Ham,Sunderland,H,1,0,0,0
2016,West Ham,Middlesbrough,D,1,1,0,0
2016,Crystal Palace,Liverpool,A,2,4,2,3
2016,Arsenal,Swansea,H,3,2,2,1
2016,Everton,West Ham,H,2,0,0,0
2016,Bournemouth,Hull,H,6,1,3,1
2016,Manchester United,Burnley,D,0,0,0,0
2016,Chelsea,Leicester,H,3,0,2,0
2016,Middlesbrough,Bournemouth,H,2,0,1,0
2016,Crystal Palace,West Ham,A,0,1,0,1
2016,Southampton,Chelsea,A,0,2,0,1
2016,Stoke,Swansea,H,3,1,1,1
2016,Sunderland,Arsenal,A,1,4,0,1
2016,Tottenham,Leicester,D,1,1,1,0
2016,Watford,Hull,H,1,0,0,0
2016,West Bromwich Albion,Manchester City,A,0,4,0,2
2016,Arsenal,Tottenham,D,1,1,1,0
2016,Bournemouth,Sunderland,A,1,2,1,1
2016,Burnley,Crystal Palace,H,3,2,2,0
2016,Chelsea,Everton,H,5,0,3,0
2016,Leicester,Middlesbrough,D,2,2,1,1
2016,Liverpool,Watford,H,6,1,3,0
2016,Liverpool,Sunderland,H,2,0,0,0
2016,Manchester City,Middlesbrough,D,1,1,1,0
2016,Manchester United,West Ham,D,1,1,1,1
2016,Swansea,Manchester United,A,1,3,0,3
2016,Southampton,Everton,H,1,0,1,0
2016,West Ham,Stoke,D,1,1,0,0
2016,Swansea,Crystal Palace,H,5,4,1,1
2016,Crystal Palace,Manchester City,A,1,2,0,1
2016,Watford,Stoke,A,0,1,0,1
2016,Everton,Swansea,D,1,1,0,1
2016,Bournemouth,Liverpool,H,4,3,0,2
2016,Manchester United,Arsenal,D,1,1,0,0
2016,Crystal Palace,Southampton,H,3,0,2,0
2016,Middlesbrough,Chelsea,A,0,1,0,1
2016,Hull,Southampton,H,2,1,0,1
2016,Everton,Manchester United,D,1,1,0,1
2016,Southampton,Liverpool,D,0,0,0,0
2016,Leicester,West Bromwich Albion,A,1,2,0,0
2016,Manchester City,Chelsea,A,1,3,1,0
2016,Stoke,Bournemouth,A,0,1,0,1
2016,Stoke,Leicester,D,2,2,2,0
2016,Middlesbrough,Hull,H,1,0,0,0
2016,Sunderland,Hull,H,3,0,1,0
2016,Sunderland,Watford,H,1,0,0,0
2016,Stoke,Burnley,H,2,0,2,0
2016,Tottenham,West Ham,H,3,2,0,1
2016,Tottenham,Burnley,H,2,1,1,1
2016,Sunderland,Leicester,H,2,1,0,0
2016,Watford,Leicester,H,2,1,2,1
2016,West Bromwich Albion,Manchester United,A,0,2,0,1
2016,Tottenham,Swansea,H,5,0,2,0
2016,West Bromwich Albion,Burnley,H,4,0,3,0
2016,West Ham,Hull,H,1,0,0,0
2016,West Bromwich Albion,Watford,H,3,1,2,0
2016,Arsenal,Bournemouth,H,3,1,1,1
2016,Arsenal,West Bromwich Albion,H,1,0,0,0
2016,West Ham,Arsenal,A,1,5,0,1
2016,Burnley,Manchester City,A,1,2,1,1
2016,Burnley,Middlesbrough,H,1,0,0,0
2016,Liverpool,Chelsea,D,1,1,0,1
2016,Chelsea,Tottenham,H,2,1,1,1
2016,Chelsea,Bournemouth,H,3,0,1,0
2016,Stoke,Everton,D,1,1,1,1
2016,Hull,West Bromwich Albion,D,1,1,0,1
2016,Hull,Manchester City,A,0,3,0,0
2016,Chelsea,Arsenal,H,3,1,1,0
2016,Everton,Southampton,H,3,0,0,0
2016,Leicester,Everton,A,0,2,0,0
2016,Crystal Palace,Sunderland,A,0,4,0,4
2016,Manchester City,Burnley,H,2,1,0,0
2016,Liverpool,Stoke,H,4,1,2,1
2016,Arsenal,Stoke,H,3,1,1,1
2016,Everton,Bournemouth,H,6,3,3,0
2016,Middlesbrough,Leicester,D,0,0,0,0
2016,Manchester United,Sunderland,H,3,1,1,0
2016,Burnley,Bournemouth,H,3,2,2,1
2016,Hull,Liverpool,H,2,0,1,0
2016,Stoke,Watford,H,2,0,1,0
2016,Southampton,Tottenham,A,1,4,1,1
2016,Chelsea,West Bromwich Albion,H,1,0,0,0
2016,Leicester,Manchester United,A,0,3,0,2
2016,Sunderland,Liverpool,D,2,2,1,1
2016,Swansea,West Ham,A,1,4,0,1
2016,Hull,Crystal Palace,D,3,3,1,0
2016,Manchester City,Swansea,H,2,1,1,0
2016,Tottenham,Chelsea,H,2,0,1,0
2016,Watford,Crystal Palace,D,1,1,0,1
2016,Leicester,Manchester City,H,4,2,3,0
2016,Southampton,West Ham,A,1,3,1,2
2016,West Bromwich Albion,Hull,H,3,1,0,1
2016,Arsenal,Crystal Palace,H,2,0,1,0
2016,Liverpool,West Ham,D,2,2,1,2
2016,Tottenham,Middlesbrough,H,1,0,0,0
2016,West Ham,Manchester United,A,0,2,0,0
2016,Burnley,Sunderland,H,4,1,1,0
2016,Manchester United,Tottenham,H,1,0,1,0
2016,Watford,Burnley,H,2,1,2,0
2016,Burnley,Southampton,H,1,0,0,0
2016,Chelsea,Stoke,H,4,2,1,0
2016,Southampton,Middlesbrough,H,1,0,0,0
2016,West Bromwich Albion,Stoke,H,1,0,1,0
2016,Everton,Manchester City,H,4,0,1,0
2016,Hull,Everton,D,2,2,1,1
2016,Swansea,Sunderland,H,3,0,0,0
2016,Arsenal,Hull,H,2,0,1,0
2016,Hull,Bournemouth,H,3,1,1,1
